player_id,player_name,position,position_group,headshot_url,season,season_type,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,rec_yards,rec_tds,fumbles,receiving_fumbles_lost,air_yards,yac,rec_first_downs,rec_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list,fantasy_points,fantasy_points_ppr,player_name_norm,name_key,catch_rate,yards_per_reception,yards_per_target,targets_per_game
00-0026780,Kevin Ogletree,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nwo6cmmoaz0scmnzakz8",2014,REG,NYG,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,9,50,0,0,0,113,14,2,2.2586615511685193,0,0.4424778761061947,0.015025041736227046,0.022496516026279115,0.038285123822735946,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,5.0,10.0,kevin ogletree,k.ogletree,0.5555555555555556,10.0,5.555555555555555,2.25
00-0026796,Arian Foster,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b7zvp5go7e86i7wd1qyh",2014,REG,HOU,13,1,1,5,1,0,0,0,0,0,5,0,1,1.3071546642750036,57.55947232246399,0,1.0,260,1246,8,2,2,55,-4.010084653266084,0,38,59,327,5,0,0,175,259,15,-10.812910107076211,0,1.8685714285714285,0.12291666666666666,0.04388164493480441,0.21509215145436306,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,235.5,273.5,arian foster,a.foster,0.6440677966101694,8.605263157894736,5.5423728813559325,4.538461538461538
00-0026852,Darrel Young,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/znfzmkdrjpzxrhv8j0r7",2014,REG,WAS,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9,22,3,0,0,6,2.7824033947254065,0,11,14,81,2,0,0,41,53,5,8.107930004887749,0,1.975609756097561,0.025735294117647058,0.009708737864077669,0.04539905768132496,0,3,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,25,0,0,1,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,40.3,51.3,darrel young,d.young,0.7857142857142857,7.363636363636363,5.785714285714286,0.9333333333333333
00-0026855,Antone Smith,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m45j6r43nwv5bsy0ooyo",2014,REG,ATL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,23,144,2,1,1,6,0.9552366133430041,0,13,15,222,3,0,0,-5,233,5,14.847003853562935,0,-44.4,0.024077046548956663,-0.0010212418300653595,0.035400700542389245,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,64.6,77.6,antone smith,a.smith,0.8666666666666667,17.076923076923077,14.8,1.5
00-0026899,Shonn Greene,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rpwawct4hdhjnccaury3",2014,REG,TEN,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,94,392,2,1,1,19,-5.288226056640269,0,1,3,13,0,0,0,12,10,1,0.02238342846976593,0,1.0833333333333333,0.005940594059405941,0.0025526483726866626,0.010697744949989575,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,50.5,51.5,shonn greene,s.greene,0.3333333333333333,13.0,4.333333333333333,0.23076923076923078
00-0026901,Mike Wallace,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dy9z5wbsitf6l9psjq4y",2014,REG,MIA,16,0,1,0,0,0,0,0,0,0,25,0,0,-0.4376145548885688,-34.30117070674896,0,0.0,4,16,0,1,0,1,-0.2841509248246439,0,67,115,862,10,1,1,1499,235,47,36.30592202538788,0,0.5750500333555704,0.19392917369308602,0.32474003466204504,0.5182117848030605,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,145.8,212.8,mike wallace,m.wallace,0.5826086956521739,12.865671641791044,7.495652173913044,7.1875
00-0026926,Frank Summers,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejcir2cyasryqe6im7my",2014,REG,BUF,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,6,17,1,0,0,4,2.5442379703745246,0,5,8,9,0,0,0,1,7,0,-3.8603742339182645,0,9.0,0.013986013986013986,0.00023963575365444525,0.021146766006579092,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,8.6,13.6,frank summers,f.summers,0.625,1.8,1.125,1.0
00-0026931,Bear Pascoe,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhb76d36m5l6x2i12liw",2014,REG,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,2,3,1,0,0,2,1,1,0.09371512045618147,0,1.5,0.0032102728731942215,0.0004084967320261438,0.0051013570222096325,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,6.3,8.3,bear pascoe,b.pascoe,1.0,1.5,1.5,1.0
00-0026932,Cedric Peerman,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a2vztwdw7rtpl9q9hzds",2014,REG,CIN,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,15,43,0,1,0,2,-6.43130458536325,0,3,5,27,0,0,0,3,24,1,0.9220014662714675,0,9.0,0.010141987829614604,0.0007718034473887317,0.015753244157594017,0,14,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,7.0,10.0,cedric peerman,c.peerman,0.6,9.0,5.4,0.4166666666666667
00-0026937,Brandon Gibson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/surhprm3dsmqjollulmn",2014,REG,MIA,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,29,51,295,1,2,0,488,109,17,-2.232194247559513,0,0.6045081967213115,0.08600337268128162,0.10571923743500866,0.20300852522642848,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,35.5,64.5,brandon gibson,b.gibson,0.5686274509803921,10.172413793103448,5.784313725490196,3.642857142857143
00-0026957,David Johnson,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/td6y6zc2m3ifhcfd4yz9",2014,REG,LAC,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,1,4,0,0,0,2,2,0,-0.07986598531715572,0,2.0,0.001763668430335097,0.00040807998367680065,0.0029311586340764056,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0.4,1.4,david johnson,d.johnson,1.0,4.0,4.0,0.25
00-0026983,Darrius Heyward-Bey,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d5otkkbb0z2rdd2bjatd",2014,REG,PIT,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,5,33,0,1,1,83,0,1,-7.2071551700355485,0,0.39759036144578314,0.008319467554076539,0.01586998087954111,0.023588187946793585,0,4,1,2,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,1.3000000000000003,4.300000000000001,darrius heyward-bey,d.heyward-bey,0.6,11.0,6.6,0.5555555555555556
00-0026986,Michael Crabtree,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kcavcmeyaion38ewxwyk",2014,REG,SF,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,4,0,0,0,0,-0.012476732721552253,0,68,108,698,4,0,0,967,258,35,14.89057616873355,0,0.7218200620475698,0.2231404958677686,0.20413763985644923,0.47760709170116733,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,94.2,162.2,michael crabtree,m.crabtree,0.6296296296296297,10.264705882352942,6.462962962962963,6.75
00-0026988,Knowshon Moreno,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/flthyvfq8oeizikgnb6w",2014,REG,MIA,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,31,148,1,0,0,8,0.07551666191523942,0,1,1,8,0,0,0,-1,9,0,0.2655089949257672,0,-8.0,0.0016863406408094434,-0.0002166377816291161,0.002377864514073784,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,21.6,22.6,knowshon moreno,k.moreno,1.0,8.0,8.0,0.3333333333333333
00-0026995,Jeremy Maclin,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvlsuugnbn0idb0tbtgw",2014,REG,PHI,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,85,143,1318,10,0,0,1892,496,56,55.556387460166626,0,0.6966173361522199,0.23366013071895425,0.3387645478961504,0.5876253796057366,0,11,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,25,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,191.8,276.8,jeremy maclin,j.maclin,0.5944055944055944,15.505882352941176,9.216783216783217,8.9375
00-0026996,Brandon Pettigrew,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ff8qbxnqulosib0go5ez",2014,REG,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,10,15,70,0,0,0,58,31,4,-4.053493531318559,0,1.206896551724138,0.025423728813559324,0.012035692052293007,0.04656057765694409,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,7.0,17.0,brandon pettigrew,b.pettigrew,0.6666666666666666,7.0,4.666666666666667,1.6666666666666667
00-0026998,Percy Harvin,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ly7xvqfvoehf5jqrzzcq",2014,REG,NYJ,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,33,202,1,0,0,13,7.392327000568329,0,51,78,483,1,1,0,601,259,23,-6.890116562971212,0,0.8036605657237936,0.18055555555555555,0.16177658142664872,0.3840769403319874,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,32,778,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,80.5,131.5,percy harvin,p.harvin,0.6538461538461539,9.470588235294118,6.1923076923076925,6.0
00-0027003,Donald Brown,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/shuzv9hi421ip4zllqly",2014,REG,LAC,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,85,223,0,0,0,11,-19.83390912594041,0,29,41,211,0,1,0,-19,286,8,-4.578690927135403,0,-11.105263157894736,0.07231040564373897,-0.0038767598449296063,0.10575187657415773,0,5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,43.400000000000006,72.4,donald brown,d.brown,0.7073170731707317,7.275862068965517,5.146341463414634,3.1538461538461537
00-0027005,Hakeem Nicks,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nbgeeeuhd0n4zrctfxce",2014,REG,IND,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,38,68,405,4,0,0,681,130,18,-11.551301450993769,0,0.5947136563876652,0.10510046367851623,0.117312661498708,0.23976955856686996,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,64.5,102.5,hakeem nicks,h.nicks,0.5588235294117647,10.657894736842104,5.955882352941177,4.533333333333333
00-0027006,Kenny Britt,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/joozpvuyykyxjogcg3r5",2014,REG,LA,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,14,0,0,0,1,0.5555219224188477,0,48,84,748,3,0,0,1357,166,33,3.303506526946404,0,0.5512159174649963,0.16600790513833993,0.32065217391304346,0.47346837944664033,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,94.2,142.2,kenny britt,k.britt,0.5714285714285714,15.583333333333334,8.904761904761905,5.25
00-0027015,Eben Britton,OT,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/whvoearflnyharzyiuhu",2014,REG,CHI,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,-4.70404028671328,0,0.0,0.001644736842105263,0.00022351363433169424,0.0026235648071900805,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,eben britton,e.britton,0.0,,0.0,0.5
00-0027029,LeSean McCoy,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pbktgxotzvm04sasmxwl",2014,REG,PHI,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,312,1319,5,3,2,68,-27.573907401568853,0,28,37,155,0,1,1,-36,182,10,-7.57469770383233,0,-4.305555555555555,0.06045751633986928,-0.006445837063563115,0.08617418856530974,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,171.4,199.4,lesean mccoy,l.mccoy,0.7567567567567568,5.535714285714286,4.1891891891891895,2.3125
00-0027057,Brandon Tate,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uzpf58ijo44jfqakwv83",2014,REG,CIN,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,21,0,0,0,1,1.0412422741064802,0,17,26,193,1,0,0,296,71,12,10.17131592794434,0,0.652027027027027,0.05273833671399594,0.07615127347568819,0.13241339650397566,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,18,174,18,397,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,27.400000000000002,44.400000000000006,brandon tate,b.tate,0.6538461538461539,11.352941176470589,7.423076923076923,1.7333333333333334
00-0027061,Jared Cook,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cthoenebptadlu4g928v",2014,REG,LA,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,-0.6822308988776058,0,52,99,634,3,0,0,845,263,32,-7.709330365261694,0,0.7502958579881657,0.1956521739130435,0.19966918714555765,0.4332466918714556,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,81.4,133.4,jared cook,j.cook,0.5252525252525253,12.192307692307692,6.404040404040404,6.1875
00-0027069,Chase Coffman,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wwv9hxkrcbiqururrcuy",2014,REG,TEN,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,6,14,64,1,0,0,111,19,4,-3.7887756217387505,0,0.5765765765765766,0.027722772277227723,0.023611997447351627,0.058112556628987726,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,12.4,18.4,chase coffman,c.coffman,0.42857142857142855,10.666666666666666,4.571428571428571,1.75
00-0027077,Brian Hartline,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vuqaw5utqkgyqtp7hwbu",2014,REG,MIA,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,39,63,474,2,0,0,710,121,27,21.12195713579893,0,0.6676056338028169,0.10623946037099494,0.15381282495667245,0.2670281680261631,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,59.400000000000006,98.4,brian hartline,b.hartline,0.6190476190476191,12.153846153846153,7.523809523809524,3.9375
00-0027089,Louis Murphy,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rivj8wgktddc22qdtpsn",2014,REG,TB,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,31,56,380,2,1,0,642,127,14,-1.041851139577465,0,0.5919003115264797,0.10707456978967496,0.11698250728862973,0.24249960978655327,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,50.0,81.0,louis murphy,l.murphy,0.5535714285714286,12.258064516129032,6.785714285714286,5.090909090909091
00-0027109,James Casey,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/atra5outunyi3dikmjez",2014,REG,PHI,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,3,59,2,0,0,55,4,3,6.303132689150516,0,1.0727272727272728,0.004901960784313725,0.009847806624888093,0.014246405813892252,0,6,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,17.9,20.9,james casey,j.casey,1.0,19.666666666666668,19.666666666666668,0.3333333333333333
00-0027135,Brandon Myers,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tzyfv93n3bgtbmywjczu",2014,REG,TB,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,22,32,190,0,0,0,175,60,8,-2.181610129075125,0,1.0857142857142856,0.06118546845124283,0.03188775510204082,0.11409963124829281,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,19.0,41.0,brandon myers,b.myers,0.6875,8.636363636363637,5.9375,2.909090909090909
00-0027139,John Phillips,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i1t7zl2f5t0wwj72yxj7",2014,REG,LAC,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,1,1,1,0,0,1,0,1,0.5520125511684455,0,1.0,0.001763668430335097,0.00020403999183840033,0.0027883306397895255,0,6,2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,6.1,7.1,john phillips,j.phillips,1.0,1.0,1.0,0.1111111111111111
00-0027140,Chris Ogbonnaya,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/asbf4eskpit7fggsiazo",2014,REG,CAR,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,14,50,1,0,0,3,-0.4988633210596163,0,0,1,0,0,0,0,-3,0,0,-0.7610888888593763,0,-0.0,0.001851851851851852,-0.0005638037962788949,0.0023831151203825515,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,11.0,11.0,chris ogbonnaya,c.ogbonnaya,0.0,,0.0,0.3333333333333333
00-0027150,Julian Edelman,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aqcqn3w2ysnekbrqfrse",2014,REG,NE,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,10,94,0,0,0,7,7.100776108040009,0,92,134,972,4,2,0,1001,431,49,49.56167361612369,0,0.971028971028971,0.22296173044925124,0.20558636270281372,0.47835304956584646,1,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,5,25,299,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,136.60000000000002,228.60000000000002,julian edelman,j.edelman,0.6865671641791045,10.565217391304348,7.253731343283582,9.571428571428571
00-0027155,Rashad Jennings,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r48elxgcxhdkfkazlqab",2014,REG,NYG,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,167,639,4,0,0,40,-12.368304468454662,0,30,41,226,0,1,1,-93,313,8,-8.667389427864368,0,-2.4301075268817205,0.06844741235392321,-0.018514831773840335,0.08971073628919658,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,108.5,138.5,rashad jennings,r.jennings,0.7317073170731707,7.533333333333333,5.512195121951219,3.727272727272727
00-0027202,Michael Palmer,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kqeg75zw5wygcgmbjjwl",2014,REG,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,2,1,1,0,0,9,0,1,0.8938261742005125,0,0.1111111111111111,0.0033277870216306157,0.0017208413001912047,0.006196269442579767,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,6.1,7.1,michael palmer,m.palmer,0.5,1.0,0.5,0.3333333333333333
00-0027215,Logan Paulsen,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rckjvflmpzh9tiescxcd",2014,REG,WAS,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,13,16,78,1,1,1,42,46,2,-3.8312020947341807,0,1.8571428571428572,0.029411764705882353,0.009945536348567369,0.05107952250282068,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,0,0,1,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,11.8,24.8,logan paulsen,l.paulsen,0.8125,6.0,4.875,1.0666666666666667
00-0027218,Joique Bell,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpibe74w5hnraxk823vf",2014,REG,DET,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,223,860,7,5,1,43,-25.882177058476255,0,34,53,322,1,0,0,13,337,14,6.868777198677462,0,24.76923076923077,0.08983050847457627,0.0026976551151691223,0.13663412129248279,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,164.2,198.2,joique bell,j.bell,0.6415094339622641,9.470588235294118,6.0754716981132075,3.533333333333333
