player_id,player_name,position,position_group,headshot_url,season,season_type,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,rush_attempts,rush_yards,rush_tds,fumbles,rushing_fumbles_lost,rush_first_downs,rush_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list,fantasy_points,fantasy_points_ppr,player_name_norm,name_key,yards_per_carry,games_missed
00-0031526,Tyler Varga,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p0iora9terrvucx0qpax",2015,REG,IND,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,2,0,0,0,0,-0.07693694019690156,0,1,2,18,0,0,0,0,18,1,-0.48622970638098195,0,0.0,0.0033112582781456954,0.0,0.004966887417218543,0,2,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,151,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,2.0,3.0,tyler varga,t.varga,2.0,13
00-0031531,Trey Williams,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hfiivtppnjghesffnpbc",2015,REG,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,12,0,0,0,1,0.5694280523457564,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,1.2000000000000002,1.2000000000000002,trey williams,t.williams,6.0,15
00-0031544,Amari Cooper,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmtzqznqui37unmo5xv9",2015,REG,LV,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,-3,0,0,0,0,-1.7943077487288974,0,72,130,1070,6,1,1,1351,362,45,17.628872978313474,0,0.7920059215396003,0.21630615640599002,0.28484081804764916,0.5238478072423394,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,8,41,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,140.7,212.7,amari cooper,a.cooper,-1.0,0
00-0031569,Jeremy Langford,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ezohep8ggqmwfa1eqy4m",2015,REG,CHI,15,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,148,537,6,0,0,28,-6.492875138210133,1,22,42,279,1,0,0,207,228,9,0.6635174371203865,0,1.3478260869565217,0.08092485549132948,0.04783914952623065,0.15487468790535566,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,125.60000000000001,147.60000000000002,jeremy langford,j.langford,3.6283783783783785,1
00-0031577,Javorius Allen,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jguqo1kwlkfamf537de0",2015,REG,BAL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,137,514,1,2,2,28,-28.276297050328463,0,45,62,353,2,0,0,114,314,15,-14.876773255032605,0,3.0964912280701755,0.09281437125748503,0.02242770017706079,0.1549209470101701,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,100.7,145.7,javorius allen,j.allen,3.7518248175182483,0
00-0031588,Stefon Diggs,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln",2015,REG,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,13,0,0,0,1,0.08238101389724761,0,52,84,720,4,2,0,890,292,31,21.836170082924017,0,0.8089887640449438,0.18961625282167044,0.27192178429575314,0.47476962823953284,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,30,0,0,1,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,97.3,149.3,stefon diggs,s.diggs,4.333333333333333,3
00-0031590,Jay Ajayi,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bt0drbhvsjykf2xxvskx",2015,REG,MIA,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,49,187,1,0,0,7,-2.88796480763983,1,7,11,90,0,0,0,19,78,5,2.2863894268521108,0,4.7368421052631575,0.0189328743545611,0.0036864571206829647,0.030979831516319726,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,35.7,42.7,jay ajayi,j.ajayi,3.816326530612245,7
00-0031595,Michael Burton,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibyeabk3yu68mgipxklr",2015,REG,DET,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,4,2,0,0,0,1,-3.9658902769442648,0,6,6,39,1,0,0,10,29,3,3.2099301809212193,0,3.9,0.00964630225080386,0.002420135527589545,0.01616354824551847,0,3,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,10.100000000000001,16.1,michael burton,m.burton,0.5,6
00-0031599,Cameron Artis-Payne,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vaeghufm3dkzmsjhb8hg",2015,REG,CAR,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,45,183,1,0,0,6,-5.068479239009321,0,5,5,58,0,0,0,-3,61,4,4.393682837195229,0,-19.333333333333332,0.010121457489878543,-0.0005791505791505791,0.01477678082941241,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,30.1,35.1,cameron artis-payne,c.artis-payne,4.066666666666666,10
00-0031611,Josh Robinson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nsyyo0xqwswxkzgirn9k",2015,REG,IND,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,17,39,0,1,1,0,-9.329440923698712,0,6,6,33,0,0,0,-4,37,2,-0.42073670943500474,0,-8.25,0.009933774834437087,-0.0007568590350047304,0.014370860927152318,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,5.2,11.2,josh robinson,j.robinson,2.2941176470588234,11
00-0031665,Zach Zenner,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/deiznogchpv1vbrmyuax",2015,REG,DET,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,17,60,0,0,0,1,-2.5858618242200464,0,2,3,11,0,0,0,-6,12,0,-0.3191572455689311,0,-1.8333333333333333,0.00482315112540193,-0.001452081316553727,0.0062182697665152855,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,7.1000000000000005,9.100000000000001,zach zenner,z.zenner,3.5294117647058822,12
00-0031682,Terron Ward,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wcq3c0qgpkzoegi0yn6w",2015,REG,ATL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,29,95,1,0,0,6,-7.9742663599026855,0,9,13,73,0,0,0,24,59,0,-5.899511547796036,0,3.0416666666666665,0.02106969205834684,0.005012531328320802,0.035113310017344815,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,22.8,31.8,terron ward,t.ward,3.2758620689655173,6
00-0031731,Corey Grant,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gj5yoyyx8nulm8ss037t",2015,REG,JAX,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,6,2,0,1,1,1,-9.746389056905173,0,2,3,13,0,0,0,15,15,0,0.3115534873213619,0,0.8666666666666667,0.004991680532445923,0.0026852846401718583,0.009367220046789186,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,220,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,-0.5,1.5,corey grant,c.grant,0.3333333333333333,11
00-0031743,Akeem Hunt,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mjsxqeuw6ng12xa1z4zy",2015,REG,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,17,96,0,0,0,6,4.811827460782358,0,6,10,39,0,0,0,5,49,2,-3.2571456151781604,0,7.8,0.016286644951140065,0.0008418925745074928,0.025019292228865342,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,13.5,19.5,akeem hunt,a.hunt,5.647058823529412,9
00-0031757,Lucky Whitehead,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkkuu7hldjdxhklgejl0",2015,REG,DAL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,10,107,0,0,0,6,7.614124207873829,0,6,8,16,0,0,0,10,20,1,-2.65176142193377,0,1.6,0.015414258188824663,0.002467308166790032,0.024848502999990016,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,110,16,452,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,12.3,18.3,lucky whitehead,l.whitehead,10.7,4
00-0031768,Terrence Magee,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cpwxutcnudoozh6jr2zo",2015,REG,BAL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,5,0,0,0,0,-0.41990828700363636,0,1,1,2,0,0,0,1,1,0,-0.2896259806584567,0,2.0,0.0014970059880239522,0.0001967342120794806,0.002383222930491565,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,0.7000000000000001,1.7000000000000002,terrence magee,t.magee,2.5,14
00-0031806,Malcolm Brown,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxnjheichwlnvvu5qdyl",2015,REG,LA,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,4,17,0,0,0,1,-0.054631493345368654,0,1,1,-2,0,0,0,-5,3,0,1.1349937120685354,0,0.4,0.002136752136752137,-0.0013137151865475565,0.002285527574544916,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,1.5,2.5,malcolm brown,m.brown,4.25,15
00-0031826,John Crockett,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t3urtfod8890lrutmglh",2015,REG,GB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9,21,0,0,0,2,-2.0025611482560635,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,2.1,2.1,john crockett,j.crockett,2.3333333333333335,14
00-0031830,Alonzo Harris,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/huk6z3s9eh6bqg1xvexz",2015,REG,GB,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,4,19,0,0,0,1,0.36389676365070045,0,0,1,0,0,0,0,-3,0,0,-0.8522643249016255,0,-0.0,0.0017699115044247787,-0.0006475285991797971,0.00220159723721131,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,1.9000000000000001,1.9000000000000001,alonzo harris,a.harris,4.75,13
00-0031897,Thomas Rawls,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uxyelm5j4nm67gmnbih9",2015,REG,SEA,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,147,830,4,1,1,38,6.449858693682589,0,9,11,76,1,0,0,-10,76,2,2.891961946967058,0,-7.6,0.023305084745762712,-0.002413127413127413,0.033268437929454886,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,118.60000000000001,127.60000000000001,thomas rawls,t.rawls,5.64625850340136,4
00-0031900,Rod Smith,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zmhmhduytwid1kjim5rp",2015,REG,DAL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,5,0,0,0,1,-0.5328583576483652,0,1,2,6,0,0,0,1,5,1,-0.5726537343749523,0,6.0,0.00423728813559322,0.00024131274131274132,0.00652485112230875,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,1.1,2.1,rod smith,r.smith,2.5,11
00-0031939,Matt Jones,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eektuvevqtzbqstzx3pv",2015,REG,WAS,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,144,490,3,4,4,31,-35.89595989229358,0,19,25,304,1,1,0,43,266,10,12.540600039821584,0,7.069767441860465,0.04504504504504504,0.009643417806683112,0.07431796003224575,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,95.4,114.4,matt jones,m.jones,3.4027777777777777,3
00-0031941,Jamison Crowder,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rfysbrjrvfdr72cx8who",2015,REG,WAS,16,0,1,0,0,0,0,0,0,0,16,0,0,-0.45369074947666377,-53.74006628990173,0,0.0,2,2,0,0,0,0,-0.6640969871077687,0,59,78,604,2,2,0,459,338,35,30.857121925693,2,1.3159041394335511,0.14054054054054055,0.10293787844808253,0.2828673257244686,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,7,30,158,1,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,76.6,135.6,jamison crowder,j.crowder,1.0,0
00-0031959,Marcus Murphy,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y9j91g8089mu9tjj0zis",2015,REG,NO,13,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,-0.500477341003716,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,28,261,12,300,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,6.0,6.0,marcus murphy,m.murphy,0.0,3
00-0032058,Tevin Coleman,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wiu4r7bvhcafs9vamqc",2015,REG,ATL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,87,392,1,3,3,14,-17.560287341068033,0,2,11,14,0,0,0,43,11,0,-10.039695779094473,0,0.32558139534883723,0.017828200972447326,0.00898078529657477,0.033028851166273326,0,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,40.6,42.6,tevin coleman,t.coleman,4.505747126436781,4
00-0032063,Mike Davis,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/csrqinegeyunycijua2q",2015,REG,SF,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,35,58,0,0,0,6,-11.105597207642859,0,7,13,38,0,0,0,10,35,1,-8.469379628106253,0,3.8,0.024761904761904763,0.0025627883136852894,0.03893680896243685,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,9.600000000000001,16.6,mike davis,m.davis,1.6571428571428573,11
00-0032104,Ameer Abdullah,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",2015,REG,DET,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,143,597,2,4,2,27,-15.127719461277593,0,25,38,183,1,0,0,-2,203,11,-13.312475033511873,0,-91.5,0.06109324758842444,-0.000484027105517909,0.09130105240877412,0,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,37,1077,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,92.0,117.0,ameer abdullah,a.abdullah,4.174825174825175,0
00-0032112,J.J. Nelson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rdpp1eiaqse92yvujbs0",2015,REG,ARI,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,-0.5546447183005512,0,11,27,299,2,0,0,605,56,11,7.405108901829483,0,0.49421487603305786,0.04909090909090909,0.09944115713346482,0.143245173629789,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,4,13,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,41.900000000000006,52.900000000000006,j.j. nelson,j.nelson,0.0,6
00-0032122,Joey Iosefa,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l7ow65ilswqvnkarhvaa",2015,REG,NE,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,15,51,0,0,0,2,-4.125336014009681,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,5.1000000000000005,5.1000000000000005,joey iosefa,j.iosefa,3.4,14
00-0032123,Tre McBride,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxiebdueieuygbu3b14z",2015,REG,TEN,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,8,0,0,0,0,1.6749311420717277,0,2,4,8,1,0,0,37,1,1,1.130203885724768,0,0.21621621621621623,0.007366482504604052,0.007616303005351997,0.016381135860652474,0,5,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,10,190,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,7.6,9.6,tre mcbride,t.mcbride,8.0,10
00-0032130,Jalston Fowler,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzwokuiytin3pfyp1icy",2015,REG,TEN,12,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,7,13,1,0,0,5,2.2836331198487896,0,5,6,44,1,0,0,5,42,3,2.604036703298334,0,8.8,0.011049723756906077,0.0010292301358583778,0.01729504673045998,0,4,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,17.7,22.7,jalston fowler,j.fowler,1.8571428571428572,4
00-0032133,David Cobb,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ldrbbzqpoup10wofflob",2015,REG,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,52,146,1,0,0,7,-10.462511469318997,0,1,2,-2,0,0,0,-4,3,0,-1.8690820969641209,0,0.5,0.003683241252302026,-0.0008233841086867024,0.004948493002372347,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,20.4,21.4,david cobb,d.cobb,2.8076923076923075,9
00-0032144,Melvin Gordon,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4g8x7yotpgszlyanow0",2015,REG,LAC,14,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,184,641,0,5,4,34,-44.618104230758036,0,33,37,192,0,1,0,-52,256,9,1.4987941337167285,0,-3.6923076923076925,0.05614567526555387,-0.010748243075651096,0.07669474274537504,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,75.30000000000001,108.30000000000001,melvin gordon,m.gordon,3.483695652173913,2
00-0032152,Karlos Williams,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zzrghomkcufnipfuygwn",2015,REG,BUF,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,93,517,7,1,0,25,17.02946893783519,0,11,14,96,2,1,1,67,44,3,-5.680053181829862,0,1.4328358208955223,0.030303030303030304,0.014143972978678488,0.0553553265396204,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,113.30000000000001,124.30000000000001,karlos williams,k.williams,5.559139784946237,5
00-0032156,Trevor Siemian,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmksfbms9zefxezf39sb",2015,REG,DEN,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,-1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,-0.1,-0.1,trevor siemian,t.siemian,-1.0,15
00-0032187,David Johnson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7dtsyyjnoafefkbylbb",2015,REG,ARI,16,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,125,581,8,2,0,35,10.857101631053766,0,36,57,457,4,1,0,269,347,21,12.259031201412345,0,1.6988847583643123,0.10363636363636364,0.04421433267587114,0.18640457832765525,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,598,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,181.8,217.8,david johnson,d.johnson,4.648,0
00-0032200,Ty Montgomery,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eagn4fvhnc9cp3wxeqoz",2015,REG,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,14,0,0,0,0,0.07468856661580503,0,15,19,136,2,0,0,125,91,6,9.15323498750244,0,1.088,0.033628318584070796,0.02698035829915821,0.06932872868551694,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,7,218,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,27.0,42.0,ty montgomery,t.montgomery,4.666666666666667,10
00-0032208,Phillip Dorsett,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zkmdppfkcxqn5iwlcsyy",2015,REG,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,17,0,0,0,2,1.0098863872117363,0,18,39,225,1,0,0,506,60,10,-4.832759720372363,0,0.44466403162055335,0.06456953642384106,0.0957426679280984,0.16387417218543046,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,1,1,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,30.200000000000003,48.2,phillip dorsett,p.dorsett,5.666666666666667,5
